Study_Location,Site / Sampling_Area,Species_Name,Habitat_Type,MP_Presence,MP_Count (items/individual),MP_Type,MP_Structure,MP_Color,Polymer_Type,Source_Suspected,Dominant_Risk_Type,Author
"Agus River, Mindanao, Philippines",Upstream–Midstream Comparison,,River (Surface Water),Yes,57 pcs combined,Filament dominant (39.2%),Irregular,Brown dominant,"Bemberg, Tencel, PP, PE, PA",Household waste and runoff,Ecological,Segovia et al. (2025)
"Agus River, Mindanao, Philippines",Overall (All Sites),,River (Surface Water),Yes,84 total MPs confirmed (avg. 0.46 MPs/m³),"Filament (39.2%), Fragment (26.2%), Fiber (22.6%), Film (10.7%), Granule (1.2%)",Irregular,"Brown (34.5%), Black (25%), White (20%), Blue (8%), Gray/Green/Red (<5%)","PET, PP, PE, HDPE, PA, Polyester, Polyurethane, Epoxy resin, Bemberg, Tencel","Multiple anthropogenic inputs: packaging, foam products, textiles, sewage",Ecological and potential bioaccumulation risk,Segovia et al. (2025)
"Pasig River, Metro Manila",Site 1 – Sta. Ana,Oreochromis niloticus (tilapia),Freshwater / River,Yes,3.2 ± 2.1 MPs/fish,"Fiber, Fragment",Irregular,"Blue (46%), Black (23%), Transparent (15%)","PET, PE, PP, PS","Urban wastewater, domestic sewage, laundry fibers","Ecological, Food safety",Mariano et al. (2023)
"Pasig River, Metro Manila",Site 2 – Mandaluyong,Clarias batrachus (catfish),Freshwater / River,Yes,2.6 ± 1.4 MPs/fish,"Fiber, Fragment",Irregular,"Blue (41%), Black (29%), Transparent (18%)","PET, PE, PP","Textile waste, packaging, stormwater runoff",Ecological,Mariano et al. (2023)
"Pasig River, Metro Manila",Site 3 – Manila Bay outflow (Pasig mouth),Oreochromis niloticus,Estuary / River mouth,Yes,4.8 ± 2.5 MPs/fish,"Fiber, Fragment, Film",Irregular,"Blue (55%), Black (24%), Transparent (10%)","PET, PE, PP, PS","Marine litter inflow, sewage effluent","Food safety, Human health",Mariano et al. (2023)
"Marikina River, Metro Manila",Site 1 – Santolan,Oreochromis niloticus,Freshwater / River,Yes,2.4 ± 1.7 MPs/fish,"Fiber, Fragment",Irregular,"Blue (48%), Black (25%), Transparent (17%)","PET, PE","Textile, household washing, packaging",Ecological,Mariano et al. (2023)
"Marikina River, Metro Manila",Site 2 – Marikina Bridge,Clarias batrachus,Freshwater / River,Yes,3.1 ± 1.8 MPs/fish,"Fiber, Fragment, Film",Irregular,"Blue (52%), Black (22%), Transparent (14%)","PET, PE, PP","Urban effluent, storm drains","Ecological, Food safety",Mariano et al. (2023)
"Marikina River, Metro Manila",Site 3 – Floodway outlet,Oreochromis niloticus,Freshwater / River,Yes,3.7 ± 1.9 MPs/fish,"Fiber, Fragment, Film",Irregular,"Blue (50%), Black (27%), Transparent (15%)","PET, PE, PP",Mixed domestic and industrial sources,Food safety,Mariano et al. (2023)
Pasig & Marikina Rivers (Combined Average),Overall mean (6 sites),"Oreochromis niloticus, Clarias batrachus",Freshwater / River system,Yes,3.3 ± 2.0 MPs/fish,"Fiber (73%), Fragment (22%), Film (5%)",Irregular,"Blue (49%), Black (25%), Transparent (15%), Others (11%)","PET (35%), PE (27%), PP (22%), PS (16%)","Urban domestic and industrial effluent, laundry wastewater, packaging",Ecological & Food chain risk,Mariano et al. (2023)
"Cagayan de Oro River, Northern Mindanao",Site 1 – Upstream (Taguanao Bridge),,River (Surface Water),Yes,1.25 ± 0.31 MPs/L,"Fiber, Fragment",Irregular,"Blue, Black, Transparent","PE, PP, PET","Agricultural runoff, washing wastewater",Ecological,Beltran et al. (2024)
"Cagayan de Oro River, Northern Mindanao",Site 2 – Midstream (Kauswagan area),,River (Surface Water),Yes,1.64 ± 0.52 MPs/L,"Fiber, Fragment, Film",Irregular,"Blue, Black, Red","PE, PP, PET","Urban sewage, plastic packaging",Ecological,Beltran et al. (2024)
"Cagayan de Oro River, Northern Mindanao",Site 3 – Downstream (Macabalan Port),,River (Estuary transition),Yes,2.08 ± 0.67 MPs/L,"Fiber, Fragment, Film, Pellet",Irregular,"Blue, Transparent, Red, Black","PE, PP, PET, PS","Port and maritime activities, plastic litter","Ecological, Human health",Beltran et al. (2024)
"Cagayan de Oro River, Northern Mindanao",Site 4 – River Mouth (Bay area outlet),,Estuarine (Surface Water),Yes,2.40 ± 0.58 MPs/L,"Fiber (dominant), Fragment, Film",Irregular,"Blue, Black, Transparent","PE, PP, PET",Industrial and domestic discharge,Ecological,Beltran et al. (2024)
"Cagayan de Oro River, Northern Mindanao",Upstream sediment (Taguanao Bridge),,River (Sediment),Yes,135 ± 26 MPs/kg,"Fiber, Fragment",Irregular,"Blue, Transparent","PE, PP",Domestic and agricultural sources,Ecological,Beltran et al. (2024)
"Cagayan de Oro River, Northern Mindanao",Midstream sediment (Kauswagan),,River (Sediment),Yes,215 ± 38 MPs/kg,"Fiber, Fragment, Film",Irregular,"Blue, Black, Red","PE, PP, PET","Urban runoff, packaging waste",Ecological,Beltran et al. (2024)
"Cagayan de Oro River, Northern Mindanao",Downstream sediment (Macabalan Port),,Estuarine (Sediment),Yes,278 ± 44 MPs/kg,"Fiber, Fragment, Film, Pellet",Irregular,"Blue, Transparent, Red","PE, PP, PET, PS","Port litter, fishing activities","Ecological, Human health",Beltran et al. (2024)
"Cagayan de Oro River, Northern Mindanao",River Mouth sediment,,Estuarine (Sediment),Yes,316 ± 52 MPs/kg,"Fiber, Fragment",Irregular,"Blue, Transparent","PE, PP","Industrial, shipping, and domestic waste",Ecological,Beltran et al. (2024)
"Cagayan de Oro River, Northern Mindanao",Overall (Surface Water mean),,River–Estuary system,Yes,1.84 ± 0.52 MPs/L,"Fiber (dominant, 64%), Fragment (24%), Film (10%), Pellet (2%)",Irregular,"Blue (45%), Black (28%), Transparent (18%), Red (9%)","PE (41%), PP (32%), PET (17%), PS (10%)","Domestic waste, runoff, industrial and port activities","Ecological, Food web",Beltran et al. (2024)
"Cagayan de Oro River, Northern Mindanao",Overall (Sediment mean),,River–Estuary system,Yes,236 ± 40 MPs/kg,"Fiber (dominant, 59%), Fragment (28%), Film (10%), Pellet (3%)",Irregular,"Blue (48%), Transparent (26%), Black (18%), Red (8%)","PE (40%), PP (35%), PET (15%), PS (10%)","Riverine discharge, packaging, textile sources",Ecological,Beltran et al. (2024)
"Metro Manila, Philippines",Taguig City,,Onshore / Roadside,Yes,69 ± 45 (272 RAMP/sqm),"Fiber, Granule, Film, Fragment",Irregular / Filamentous,"Blue (most abundant), Yellow, Black","Polypropylene (78%), PVC, PMMA, EVA","Vehicular traffic, tire wear, road paint","Airborne pollution, human health",Romarate & Bacosa (2024)
"Metro Manila, Philippines",Quezon City,,Onshore / Roadside,Yes,19 ± 4 (75 RAMP/sqm),"Fiber, Film",Filamentous / Irregular,"Blue, Yellow","Polypropylene (78%), PVC","Vehicle exhaust, road abrasion",Airborne & inhalation exposure,Romarate & Bacosa (2024)
"Metro Manila, Philippines",Pasay City,,Onshore / Roadside,Yes,22 ± 8 (88 RAMP/sqm),"Fragment, Fiber, Film",Angular / Filament,"Pink, Orange, Blue",Polypropylene,"Road paint, traffic emissions",Ecological and respiratory risk,Romarate & Bacosa (2024)
"Metro Manila, Philippines",Manila City,,Onshore / Roadside,Yes,31 ± 16 (123 RAMP/sqm),"Granule, Fiber",Irregular,"Black (most abundant), Blue","Polypropylene, Polyester","Road dust, vehicular wear",Urban air contamination,Romarate & Bacosa (2024)
"Metro Cebu, Philippines",SRP (South Road Properties),,Onshore / Roadside,Yes,26 ± 11 (103 RAMP/sqm),"Fiber, Granule",Filament / Irregular,"Blue, Yellow","Polypropylene, PMMA","Vehicle friction, road materials",Airborne transport,Romarate & Bacosa (2024)
"Metro Cebu, Philippines",Mandaue City,,Onshore / Roadside,Yes,23 ± 8 (91 RAMP/sqm),"Granule, Fiber",Irregular,"Yellow, Black",Polypropylene,Industrial and vehicular activity,Urban air risk,Romarate & Bacosa (2024)
"Metro Cebu, Philippines","Fronting Port Area, Cebu City",,Onshore / Coastal Road,Yes,23 ± 9 (93 RAMP/sqm),"Fiber, Granule, Film",Filament / Irregular,"Blue, Yellow, Black",Polypropylene,"Port activity, vehicle exhaust",Environmental and human risk,Romarate & Bacosa (2024)
"Metro Cebu, Philippines","Apas, Cebu City",,Onshore / Roadside,Yes,35 ± 20 (140 RAMP/sqm),"Fiber, Granule",Filamentous,"Blue (dominant), Yellow, Black","Polypropylene, PMMA","Vehicular tire wear, dust suspension",Airborne and ecological exposure,Romarate & Bacosa (2024)
"Cagayan de Oro River, Philippines",Upstream (Barangay Lumbia),,Freshwater (Riverine),Yes,28 ± 7 particles/L,"Fiber, Fragment",Filamentous / Irregular,"Blue, Transparent","Polypropylene (PP), Polyethylene (PE)","Household runoff, laundry discharge, tire wear",Ecological & food chain contamination,Arcadio et al. (2024)
"Cagayan de Oro River, Philippines",Midstream (Barangay Kauswagan),,Freshwater (Riverine),Yes,46 ± 12 particles/L,"Fiber, Film, Fragment",Irregular,"Blue (dominant), Black","Polypropylene, Polyethylene Terephthalate (PET)","Urban wastewater, storm drain input",Bioaccumulation and aquatic toxicity,Arcadio et al. (2024)
"Cagayan de Oro River, Philippines",Downstream (Macajalar Bay outlet),,Estuarine / River mouth,Yes,61 ± 19 particles/L,"Fiber, Fragment, Pellet",Filamentous / Angular,"Blue (dominant), White","Polypropylene (PP), Polyethylene (PE), Polystyrene (PS)","Marine debris input, fishing gear degradation","Ecological, fisheries contamination",Arcadio et al. (2024)
"Cagayan de Oro River, Philippines",Tributary Creek (Iponan River confluence),,Freshwater (Tributary),Yes,35 ± 10 particles/L,"Fragment, Fiber",Irregular / Angular,"Transparent, Yellow","Polypropylene (PP), PVC","Urban runoff, landfill leachate",Surface water contamination,Arcadio et al. (2024)
"Cagayan de Oro River, Philippines",Sediment (near Kauswagan Bridge),,Riverbed Sediment,Yes,15 ± 5 particles/kg (dry weight),"Fiber, Film",Filamentous,"Blue, Black","Polypropylene (PP), PET",Settled particles from stormwater,"Sediment contamination, benthic risk",Arcadio et al. (2024)
"Laguna de Bay, Philippines",Station 1 (South Bay),,Freshwater lake (surface water),Yes,12 (17.14 items/m³),"Fiber, Fragment, Film, Granule","Filament, Irregular","Blue (dominant), Transparent, Black, Brown, White, Red","PP, PET, EVA, LDPE, HDPE, PVC, ABS, PMMA, PBT, GPPS, Polyamide","Domestic waste, face masks, fishing activities, aquaculture","Ecological, food safety, human health","Cris Gel Loui A. Arcadio et al., 2022"
"Laguna de Bay, Philippines",Station 2 (West Bay),,Freshwater lake (surface water),Yes,19 (24.17 items/m³),"Fiber, Fragment, Film, Granule","Filament, Irregular",Blue dominant,"PP, PET, EVA, LDPE, HDPE, PVC, ABS, PMMA, PBT, GPPS, Polyamide","Urban runoff, domestic waste, face masks, aquaculture","Ecological, bioaccumulation","Cris Gel Loui A. Arcadio et al., 2022"
"Laguna de Bay, Philippines",Station 3 (West Bay),,Freshwater lake (surface water),Yes,12 (17.14 items/m³),"Fiber, Fragment, Film",Irregular,Blue dominant,Same as above,Same as above,"Ecological, food web contamination","Cris Gel Loui A. Arcadio et al., 2022"
"Laguna de Bay, Philippines",Station 4 (West Bay),,Freshwater lake (surface water),Yes,13 (18.57 items/m³),"Fiber, Fragment, Film",Irregular,Blue dominant,Same as above,"Domestic waste, textile fibers",Ecological,"Cris Gel Loui A. Arcadio et al., 2022"
"Laguna de Bay, Philippines",Station 5 (Central Bay),,Freshwater lake (surface water),Yes,8 (11.43 items/m³),"Fiber, Fragment, Film",Irregular,"Blue, Transparent",Same as above,Fishing and rural activities,Ecological,"Cris Gel Loui A. Arcadio et al., 2022"
"Laguna de Bay, Philippines",Station 6 (Central Bay),,Freshwater lake (surface water),Yes,5 (7.14 items/m³),"Fiber, Fragment",Irregular,Blue,Same as above,Fishing,Ecological,"Cris Gel Loui A. Arcadio et al., 2022"
"Laguna de Bay, Philippines",Station 7 (South Bay),,Freshwater lake (surface water),Yes,7 (10.00 items/m³),"Fiber, Fragment, Film, Granule",Irregular,"Blue, Transparent",Same as above,"Human waste, PPE, fishing","Ecological, food safety","Cris Gel Loui A. Arcadio et al., 2022"
"Laguna de Bay, Philippines",Station 8 (East Bay),,Freshwater lake (surface water),Yes,10 (14.29 items/m³),"Fiber, Fragment, Film",Irregular,Blue,Same as above,"Domestic waste, PPE",Ecological,"Cris Gel Loui A. Arcadio et al., 2022"
"Laguna de Bay, Philippines",Station 9 (East Bay),,Freshwater lake (surface water),Yes,6 (8.57 items/m³),"Fiber, Fragment, Film",Irregular,Blue,Same as above,Human activity,Ecological,"Cris Gel Loui A. Arcadio et al., 2022"
"Laguna de Bay, Philippines",Station 10 (East Bay),,Freshwater lake (surface water),Yes,8 (11.43 items/m³),"Fiber, Fragment, Film",Irregular,Blue,Same as above,"Domestic runoff, aquaculture",Ecological,"Cris Gel Loui A. Arcadio et al., 2022"
"Mindanao, Philippines (Taguibo River Watershed Forest Reserve)",Site 1: Taguibo Bridge (Lower Stream),,Freshwater (River),Yes,0.68 items/L,Fiber,Filament,Brown (43.9%),Polyacetylene (31.71%),"Domestic wastewater, textile washing, community runoff",Ecological & Freshwater Habitat Risk,Banda et al. (2024)
"Mindanao, Philippines (Taguibo River Watershed Forest Reserve)",Site 2: Pianing Bridge (Middle Stream),,Freshwater (River),Yes,0.33 items/L,Fiber,Filament,Brown (50%),RCF 2 (35%),"Textile industry discharge, urban runoff",Ecological & Freshwater Habitat Risk,Banda et al. (2024)
"Mindanao, Philippines (Taguibo River Watershed Forest Reserve)",Site 3: Anticala Bridge (Upper Stream),,Freshwater (River),Yes,0.42 items/L,Fiber,Filament,Brown (36%),RCF 1 (36%),"Laundry effluents, community-based waste",Ecological & Freshwater Habitat Risk,Banda et al. (2024)
"Mindanao, Philippines (Taguibo River Watershed Forest Reserve)",Water (composite),,Freshwater (River),Yes,86 confirmed MPs (out of 165 suspected),Fiber & Fragment,Irregular / Filament,"Brown, White, Blue, Black, Yellow","Polypropylene, Polyester, RCF 1, RCF 2, Polyethylene","Domestic sewage, textile fibers, urban effluents",Food safety & bioaccumulation,Banda et al. (2024)
"Mindanao, Philippines (Taguibo River Watershed Forest Reserve)",Sediment (all sites),,Freshwater (Sediment),Yes,23 confirmed MPs (out of 64 suspected),Fiber & Fragment,Irregular,White (30.43%),"Polypropylene, RCF 3 (biodegradable fiber)","Soil erosion, sediment deposition, biofouling",Ecological & benthic habitat risk,Banda et al. (2024)
"Mindanao, Philippines (Taguibo River Watershed Forest Reserve)",Composite (water + sediment),,Freshwater Ecosystem,Yes,109 confirmed MPs total,Fiber dominant,Filament & Angular,"Brown (38.5%), White (17.4%), Blue (16.5%), Black (14.7%), Yellow (3.7%)","PP, RCF 1, RCF 2, Polyacetylene, Polyester, CPE, PU, PET","Domestic waste, laundry, biofouling, urban runoff","Human health (potable water source), ecological",Banda et al. (2024)
"Puerto Princesa, Palawan, Philippines","E1 - Binduyan (East Coast, Residential)",,Coastal (Beach Sand),Yes,0.02,"Fiber, Fragment, Film, Filament","Filamentous, Irregular","Blue, Transparent, White, Red, Green, Yellow","PET, PP","Residential waste, fishing debris, domestic litter","Ecological, coastal contamination","Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines","E2 - Binduyan (East Coast, Non-Residential)",,Coastal (Beach Sand),Yes,0.02,"Fiber, Filament",Filamentous,"Blue, Transparent","PET, PP",Coastal runoff,Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",E3 - Lucbuan (Residential),,Coastal (Beach Sand),No,0,,,,,,,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",E4 - Lucbuan (Non-Residential),,Coastal (Beach Sand),Yes,0.02,"Fiber, Filament",Filamentous,Blue,"PET, PP",Shoreline litter,Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",E5 - San Manuel (Residential),,Coastal (Beach Sand),Yes,0.04,Fiber,Filament,Blue,"PET, PP","Urban runoff, household plastics","Ecological, human health","Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",E6 - San Miguel (Residential),,Coastal (Beach Sand),Yes,0.053,"Fiber, Fragment, Filament",Irregular,"Blue, Transparent","PET, PP","Urban waste, fishing gear","Ecological, bioaccumulation","Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",E7 - Bancao-Bancao (Residential),,Coastal (Beach Sand),Yes,0.047,"Fiber, Fragment",Irregular,Blue,"PET, PP","Household waste, beach litter",Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",E8 - Mangingisda (Non-Residential),,Coastal (Beach Sand),No,0,,,,,,,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",E9 - Inagawan (Residential),,Coastal (Beach Sand),Yes,0.04,"Fiber, Film, Fragment",Filamentous,"Blue, Transparent","PET, PP","Coastal waste, fishing",Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",E10 - Inagawan (Non-Residential),,Coastal (Beach Sand),No,0,,,,,,,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",E11 - Inagawan (Residential),,Coastal (Beach Sand),Yes,0.013,Fiber,Filament,Blue,"PET, PP",Domestic discharge,Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",W1 - Cabayugan (Non-Residential),,Coastal (Beach Sand),Yes,0.007,Fiber,Filament,Blue,"PET, PP","Tourism, oceanic drift",Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",W2 - Buenavista (Residential),,Coastal (Beach Sand),Yes,0.013,Fiber,Filament,Blue,"PET, PP",Domestic litter,Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",W3 - Buenavista (Residential),,Coastal (Beach Sand),Yes,0.007,Fiber,Filament,Blue,"PET, PP","Fishing, household sources",Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",W4 - Bacungan (Non-Residential),,Coastal (Beach Sand),Yes,0.007,Fiber,Filament,Blue,"PET, PP",Marine litter,Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",W5 - Bacungan (Non-Residential),,Coastal (Beach Sand),Yes,0.007,Fiber,Filament,Blue,"PET, PP",Coastal runoff,Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",W6 - Simpocan (Non-Residential),,Coastal (Beach Sand),No,0,,,,,,,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",W7 - Simpocan (Residential),,Coastal (Beach Sand),Yes,0.007,Fiber,Filament,Blue,"PET, PP","Marine litter, fishing",Ecological,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",W8 - Napsan (Non-Residential),,Coastal (Beach Sand),No,0,,,,,,,"Sajorne et al., 2022"
"Puerto Princesa, Palawan, Philippines",W9 - Napsan (Residential),,Coastal (Beach Sand),Yes,0.013,Fiber,Filament,Blue,"PET, PP","Coastal activity, fishing debris",Ecological,"Sajorne et al., 2022"
"Sarangani Bay Protected Seascape, Mindanao, Philippines",U1 – Bula (Urban),,Coastal (Beach Sand),Yes,0.56 ± 0.22,"Food packaging, Polyethylene bags (sando bags), Mats",Irregular,,"Polyethylene (PE), Polystyrene (PS)","Residential waste, food packaging litter","Ecological, marine litter accumulation","Acot et al., 2022"
